330.520,330.330,330.190,330.050,330.180,329.990,329.390,329.070,329.030,328.610,328.000,328.030,327.950,327.390,327.500,327.700,328.200,328.790,328.600,328.580,327.810,327.230,327.460,327.790,326.960,326.880,328.340,328.270,327.900,327.300,326.690,325.920,326.090,326.650,327.160,327.050,327.150,327.400,328.020,328.660,328.710,328.840,329.120,329.360,329.630,329.820,329.840,329.910,329.580,329.390
317.500,317.290,317.140,316.980,317.120,316.910,316.260,315.910,315.870,315.400,314.740,314.770,314.690,314.070,314.200,314.410,314.960,315.600,315.400,315.380,314.530,313.900,314.150,314.500,313.600,313.510,315.110,315.030,314.630,313.980,313.310,312.470,312.650,313.260,313.820,313.700,313.800,314.090,314.760,315.460,315.510,315.660,315.960,316.230,316.520,316.730,316.750,316.830,316.470,316.250
304.970,304.740,304.570,304.410,304.560,304.330,303.610,303.230,303.190,302.680,301.950,301.990,301.890,301.220,301.360,301.590,302.190,302.890,302.670,302.650,301.720,301.030,301.300,301.690,300.700,300.610,302.360,302.270,301.830,301.120,300.390,299.460,299.660,300.330,300.940,300.810,300.930,301.240,301.980,302.750,302.790,302.960,303.290,303.580,303.900,304.130,304.150,304.240,303.840,303.610
293.420,293.180,292.990,292.810,292.970,292.730,291.940,291.520,291.480,290.920,290.120,290.160,290.060,289.320,289.470,289.730,290.390,291.150,290.910,290.880,289.870,289.120,289.410,289.840,288.760,288.650,290.570,290.470,289.990,289.210,288.410,287.400,287.620,288.340,289.020,288.880,289.000,289.340,290.150,290.990,291.040,291.220,291.580,291.900,292.260,292.510,292.530,292.620,292.190,291.940
283.880,283.610,283.410,283.210,283.390,283.120,282.260,281.800,281.750,281.140,280.270,280.310,280.200,279.390,279.550,279.840,280.560,281.400,281.130,281.100,279.990,279.160,279.490,279.960,278.770,278.660,280.760,280.650,280.120,279.270,278.390,277.280,277.520,278.320,279.060,278.900,279.040,279.410,280.300,281.220,281.280,281.470,281.870,282.220,282.600,282.880,282.900,283.000,282.530,282.250
274.060,273.770,273.540,273.320,273.520,273.230,272.290,271.780,271.730,271.060,270.110,270.150,270.030,269.150,269.330,269.640,270.430,271.340,271.050,271.020,269.810,268.900,269.250,269.770,268.470,268.340,270.640,270.530,269.950,269.010,268.050,266.840,267.100,267.980,268.780,268.620,268.760,269.170,270.140,271.150,271.210,271.430,271.860,272.240,272.660,272.970,272.990,273.100,272.590,272.280
264.280,263.960,263.720,263.480,263.690,263.370,262.340,261.790,261.730,261.000,259.950,260.000,259.870,258.900,259.100,259.440,260.300,261.310,260.990,260.950,259.630,258.630,259.020,259.580,258.160,258.020,260.540,260.420,259.780,258.760,257.710,256.380,256.670,257.620,258.510,258.320,258.480,258.930,259.990,261.090,261.160,261.400,261.870,262.290,262.750,263.080,263.110,263.230,262.670,262.330
254.340,253.990,253.730,253.460,253.700,253.340,252.220,251.610,251.550,250.750,249.610,249.660,249.520,248.460,248.670,249.040,249.990,251.090,250.740,250.700,249.250,248.160,248.590,249.200,247.650,247.490,250.250,250.110,249.420,248.300,247.150,245.700,246.010,247.060,248.020,247.820,248.000,248.490,249.650,250.850,250.930,251.190,251.710,252.160,252.670,253.030,253.060,253.190,252.580,252.210
244.450,244.070,243.770,243.490,243.740,243.360,242.130,241.460,241.400,240.520,239.270,239.330,239.170,238.010,238.240,238.650,239.690,240.890,240.510,240.470,238.880,237.690,238.150,238.830,237.120,236.960,239.970,239.820,239.060,237.830,236.580,234.990,235.330,236.480,237.530,237.310,237.510,238.040,239.310,240.630,240.710,241.000,241.570,242.060,242.620,243.020,243.050,243.190,242.520,242.120
234.760,234.340,234.020,233.700,233.990,233.560,232.220,231.490,231.420,230.460,229.090,229.150,228.980,227.710,227.970,228.410,229.550,230.860,230.440,230.400,228.660,227.360,227.860,228.600,226.740,226.560,229.860,229.690,228.860,227.520,226.140,224.400,224.780,226.030,227.190,226.950,227.160,227.740,229.140,230.580,230.670,230.980,231.600,232.150,232.760,233.190,233.220,233.380,232.640,232.200
225.340,224.880,224.530,224.180,224.490,224.030,222.550,221.760,221.680,220.630,219.130,219.200,219.010,217.620,217.900,218.390,219.630,221.070,220.610,220.570,218.660,217.240,217.790,218.600,216.560,216.360,219.970,219.790,218.880,217.410,215.900,214.000,214.410,215.790,217.050,216.790,217.020,217.660,219.180,220.760,220.860,221.200,221.880,222.480,223.140,223.620,223.650,223.830,223.020,222.540
216.290,215.790,215.410,215.030,215.370,214.860,213.250,212.380,212.290,211.140,209.500,209.580,209.370,207.850,208.160,208.690,210.050,211.620,211.120,211.070,208.990,207.430,208.030,208.920,206.690,206.470,210.420,210.230,209.230,207.620,205.970,203.890,204.340,205.840,207.230,206.940,207.190,207.890,209.560,211.290,211.390,211.770,212.510,213.170,213.890,214.420,214.450,214.640,213.760,213.230
207.650,207.100,206.680,206.260,206.630,206.080,204.310,203.360,203.270,202.010,200.220,200.310,200.080,198.420,198.760,199.350,200.830,202.530,202.000,201.950,199.680,197.990,198.620,199.580,197.150,196.920,201.240,201.020,199.940,198.190,196.390,194.130,194.600,196.220,197.740,197.420,197.690,198.460,200.280,202.170,202.290,202.700,203.510,204.220,205.020,205.590,205.630,205.840,204.870,204.300
199.170,198.570,198.110,197.660,198.070,197.460,195.530,194.480,194.390,193.050,191.110,191.210,190.960,189.160,189.560,190.210,191.800,193.580,193.060,193.030,190.590,188.850,189.420,190.370,187.840,187.620,192.250,192.030,190.850,189.000,187.070,184.640,185.100,186.760,188.420,188.090,188.340,189.170,191.150,193.180,193.320,193.770,194.650,195.430,196.300,196.910,196.960,197.200,196.130,195.500
190.970,190.290,189.770,189.300,189.760,189.090,186.990,185.860,185.810,184.460,182.440,182.530,182.240,180.340,180.810,181.530,183.190,184.920,184.530,184.580,182.070,180.420,180.770,181.480,179.120,178.950,183.730,183.500,182.210,180.350,178.370,175.880,176.210,177.720,179.520,179.230,179.370,180.240,182.360,184.450,184.630,185.150,186.060,186.900,187.840,188.460,188.520,188.810,187.630,186.930
183.040,182.220,181.590,181.180,181.700,180.980,178.750,177.600,177.670,176.450,174.480,174.530,174.150,172.210,172.770,173.540,175.190,176.690,176.620,176.820,174.400,173.020,172.990,173.110,171.350,171.320,175.910,175.680,174.240,172.510,170.610,168.220,168.270,169.380,171.300,171.120,171.020,171.890,174.090,176.070,176.330,176.960,177.830,178.710,179.700,180.200,180.290,180.680,179.320,178.530
175.350,174.220,173.380,173.230,173.880,173.060,170.810,169.840,170.140,169.160,167.400,167.360,166.850,164.960,165.640,166.390,167.900,169.080,169.440,169.850,167.730,166.700,166.280,165.470,164.660,164.910,168.990,168.720,167.110,165.590,163.930,161.770,161.450,162.040,163.960,163.910,163.510,164.320,166.540,168.150,168.460,169.270,170.010,170.890,171.910,172.090,172.200,172.760,171.100,170.200
167.410,165.830,164.790,165.180,165.970,164.960,162.920,162.430,163.050,162.320,160.900,160.770,160.120,158.500,159.230,159.840,161.180,162.130,162.850,163.410,161.790,161.020,160.440,158.580,158.640,159.420,162.760,162.530,160.820,159.480,158.120,156.190,155.500,155.670,157.370,157.430,156.780,157.510,159.600,160.600,160.880,161.830,162.380,163.210,164.180,163.820,163.900,164.630,162.540,161.530
159.760,157.810,156.870,158.030,158.820,157.570,156.160,156.510,157.370,156.780,155.800,155.730,155.110,154.000,154.500,155.030,156.280,157.120,157.790,158.200,157.230,156.690,156.320,153.870,154.260,155.710,157.980,158.270,156.570,155.270,154.180,152.410,151.530,151.540,152.650,152.840,152.210,152.810,154.530,154.790,154.910,155.790,156.050,156.670,157.320,156.300,156.240,157.010,154.320,153.240
152.110,150.390,150.200,151.820,152.190,151.100,150.810,151.770,152.200,151.790,151.560,151.640,151.290,150.570,150.700,151.390,152.620,153.280,153.300,153.160,152.510,152.480,152.480,151.080,150.980,152.520,153.500,154.700,153.310,152.000,151.010,149.470,148.830,148.790,148.930,149.500,149.580,149.800,150.520,150.600,150.820,151.090,151.040,151.240,151.050,149.610,149.410,149.860,146.780,145.790
145.470,144.160,144.540,145.820,145.700,145.510,146.110,146.130,145.740,146.160,146.740,146.870,146.630,145.950,146.230,146.930,147.780,148.080,147.650,147.230,146.410,146.490,146.350,147.140,146.520,146.930,147.020,148.550,148.200,147.270,146.540,145.490,145.060,144.780,144.260,144.960,145.530,145.420,145.130,145.540,145.910,145.750,145.860,145.460,144.700,143.620,143.320,143.330,140.880,140.140
140.270,139.510,139.650,139.870,139.640,140.430,140.740,140.080,139.920,140.630,140.850,140.760,140.670,140.220,140.730,141.060,141.250,141.670,141.960,141.920,141.310,140.100,139.600,140.170,139.760,139.270,139.650,140.610,141.110,141.030,140.700,139.940,139.400,138.770,138.590,138.760,138.860,138.950,138.850,139.100,139.150,138.870,138.890,138.430,137.990,137.490,137.170,136.760,134.660,133.850
135.510,135.750,135.550,134.560,134.430,135.350,134.850,134.590,135.110,135.280,134.620,134.390,134.610,134.600,134.910,134.990,134.960,135.520,136.210,136.420,136.450,134.540,134.250,133.180,133.310,133.170,133.400,133.660,134.190,134.520,134.160,133.630,133.170,132.560,132.900,132.610,132.230,132.400,132.670,132.380,132.130,131.770,131.160,131.260,131.280,130.900,130.570,129.820,127.630,126.730
130.620,131.030,130.790,129.670,129.580,129.910,129.160,129.400,129.970,129.700,128.780,128.620,128.930,129.110,129.090,129.020,129.200,129.720,130.010,130.210,130.810,129.670,129.780,128.030,128.350,128.350,128.220,128.400,128.560,128.650,128.060,127.700,127.310,127.140,127.480,127.130,126.880,126.760,126.870,126.280,126.070,125.850,125.000,125.450,125.370,124.810,124.420,123.680,121.850,121.170
125.980,125.340,125.200,125.100,125.030,124.830,124.480,124.870,125.020,124.720,124.160,124.040,124.160,124.210,124.270,124.300,124.810,125.250,124.920,125.000,125.900,125.820,126.040,124.620,124.810,124.500,124.280,124.800,124.740,124.410,123.750,123.380,122.960,123.170,123.180,122.780,122.800,122.470,122.410,122.000,121.870,121.960,121.490,121.750,121.320,120.550,120.120,119.630,118.600,118.340
122.160,120.600,120.610,121.550,121.530,121.230,121.480,121.740,121.450,121.300,121.220,121.020,120.870,120.670,121.090,121.430,122.190,122.770,122.220,122.120,122.810,123.220,123.270,122.450,122.350,121.780,121.730,122.630,122.660,122.060,121.360,120.940,120.610,120.800,120.370,119.930,120.110,119.890,119.880,119.930,119.930,120.210,120.190,120.100,119.530,118.740,118.250,117.960,117.590,117.640
119.090,117.950,118.140,119.340,119.410,119.340,119.890,119.870,119.380,119.310,119.520,119.150,118.790,118.380,119.170,119.830,120.730,121.740,121.500,121.230,121.250,121.580,121.390,121.030,120.620,120.010,120.250,121.320,121.540,120.850,120.070,119.620,119.550,119.490,118.640,118.210,118.490,118.580,118.670,119.120,119.330,119.540,119.730,119.440,118.990,118.420,118.050,117.680,117.280,117.260
116.490,117.000,117.320,117.990,118.210,118.430,118.810,118.510,118.120,118.020,118.250,117.690,117.240,116.790,117.700,118.520,119.490,121.080,121.520,121.220,120.490,120.470,120.060,119.980,119.390,118.900,119.390,120.240,120.510,119.860,118.940,118.550,118.780,118.460,117.410,117.020,117.330,117.750,117.800,118.370,118.780,118.800,118.870,118.580,118.310,118.090,117.950,117.290,116.060,115.590
114.140,116.480,116.800,116.690,117.120,117.500,117.440,117.090,117.010,116.740,116.780,116.130,115.690,115.340,116.090,116.850,117.830,119.890,121.070,120.900,119.780,119.400,118.910,118.980,118.340,118.010,118.530,118.900,119.010,118.400,117.380,117.130,117.560,117.170,116.250,115.870,116.120,116.660,116.570,116.980,117.440,117.370,117.150,116.880,116.650,116.640,116.670,115.680,113.270,112.240
112.160,115.340,115.590,115.050,115.640,116.050,115.620,115.490,115.750,115.270,115.010,114.420,114.040,113.820,114.240,114.780,115.730,117.970,119.660,119.750,118.750,118.130,117.720,117.830,117.350,117.120,117.400,117.200,117.010,116.390,115.410,115.340,115.790,115.510,114.990,114.590,114.670,115.130,114.860,114.970,115.340,115.330,114.900,114.550,114.180,114.080,114.090,112.950,109.590,108.170
110.760,113.460,113.660,113.220,113.880,114.200,113.660,113.880,114.370,113.730,113.200,112.750,112.450,112.310,112.370,112.660,113.540,115.650,117.500,117.880,117.460,116.730,116.510,116.610,116.380,116.140,116.030,115.360,114.840,114.180,113.360,113.470,113.790,113.720,113.700,113.280,113.160,113.380,113.020,112.850,113.080,113.200,112.710,112.250,111.720,111.300,111.140,110.070,106.130,104.570
110.060,111.380,111.600,111.560,112.190,112.370,111.960,112.490,113.030,112.310,111.600,111.290,111.080,110.930,110.690,110.770,111.620,113.400,115.140,115.730,116.050,115.300,115.310,115.350,115.410,115.070,114.560,113.590,112.840,112.150,111.520,111.760,111.870,112.050,112.490,112.070,111.790,111.750,111.420,111.120,111.230,111.450,111.050,110.560,109.990,109.220,108.850,107.880,103.850,102.360
109.860,109.770,110.050,110.400,110.930,110.980,110.780,111.470,111.910,111.160,110.400,110.140,110.040,109.800,109.350,109.320,110.160,111.570,113.020,113.700,114.660,113.940,114.160,114.090,114.410,113.920,113.110,112.030,111.180,110.540,110.070,110.370,110.270,110.660,111.460,111.080,110.720,110.500,110.320,110.050,110.140,110.370,110.140,109.770,109.200,108.240,107.740,106.930,103.240,101.990
109.990,108.820,109.160,109.860,110.240,110.190,110.230,110.890,111.070,110.330,109.640,109.330,109.150,108.810,108.230,108.160,109.070,110.300,111.360,112.030,113.350,112.670,113.020,112.820,113.340,112.710,111.750,110.710,109.910,109.260,108.870,109.170,108.940,109.630,110.670,110.350,110.010,109.730,109.810,109.700,109.850,110.020,109.980,109.760,109.320,108.400,107.920,107.330,104.310,103.420
110.790,108.960,109.320,110.280,110.510,110.420,110.610,111.070,110.920,110.210,109.500,109.030,108.700,108.270,107.620,107.530,108.540,109.860,110.600,111.150,112.510,111.840,112.250,111.880,112.530,111.810,110.880,109.990,109.290,108.510,108.130,108.430,108.190,109.250,110.470,110.230,109.940,109.720,110.120,110.230,110.490,110.700,110.830,110.830,110.610,109.970,109.630,109.280,107.160,106.700
112.410,110.440,110.760,111.800,111.900,111.810,112.080,112.220,111.690,111.020,110.190,109.460,109.010,108.500,107.830,107.750,108.870,110.440,110.970,111.340,112.440,111.750,112.130,111.560,112.260,111.530,110.790,110.120,109.410,108.590,108.150,108.440,108.320,109.750,111.150,110.990,110.780,110.660,111.470,111.840,112.280,112.520,112.790,113.090,113.200,113.020,112.880,112.720,111.600,111.610
114.740,113.210,113.430,114.290,114.290,114.230,114.500,114.260,113.390,112.760,111.850,110.700,110.150,109.590,108.940,108.890,110.120,112.110,112.450,112.580,113.200,112.460,112.760,111.950,112.650,111.980,111.570,111.180,110.430,109.560,109.040,109.320,109.400,111.220,112.730,112.660,112.590,112.600,113.820,114.450,115.090,115.370,115.730,116.330,116.870,117.230,117.290,117.280,117.190,117.650
117.300,116.620,116.720,117.210,117.150,117.130,117.340,116.730,115.570,114.990,114.110,112.510,111.870,111.250,110.600,110.630,112.000,114.420,114.560,114.430,114.480,113.660,113.820,112.780,113.430,112.850,112.850,112.800,112.070,111.130,110.480,110.730,111.090,113.290,114.830,114.840,114.930,115.080,116.650,117.550,118.370,118.670,119.090,119.970,120.940,121.850,122.070,122.130,123.030,123.830
119.740,120.080,120.080,120.130,120.040,120.050,120.160,119.230,117.860,117.360,116.600,114.600,113.880,113.210,112.580,112.720,114.220,116.940,116.910,116.540,115.980,115.090,115.080,113.810,114.360,113.910,114.370,114.700,114.010,113.070,112.250,112.470,113.130,115.620,117.110,117.210,117.440,117.720,119.510,120.670,121.650,121.980,122.430,123.540,124.890,126.270,126.580,126.630,128.380,129.380
122.010,123.370,123.310,122.940,122.840,122.860,122.860,121.670,120.200,119.790,119.250,116.950,116.160,115.440,114.870,115.150,116.730,119.590,119.390,118.810,117.690,116.730,116.540,115.070,115.510,115.190,116.090,116.860,116.220,115.300,114.360,114.550,115.480,118.170,119.550,119.720,120.040,120.410,122.310,123.700,124.790,125.160,125.650,126.900,128.540,130.260,130.580,130.560,132.960,134.000
124.170,126.410,126.350,125.650,125.530,125.550,125.450,124.060,122.600,122.300,122.040,119.550,118.710,117.980,117.490,117.920,119.510,122.330,122.000,121.250,119.660,118.650,118.270,116.630,116.940,116.750,118.060,119.290,118.690,117.830,116.830,116.970,118.140,120.930,122.150,122.390,122.760,123.150,125.050,126.640,127.780,128.200,128.730,130.060,131.880,133.800,134.050,133.910,136.750,137.730
126.280,129.200,129.200,128.290,128.150,128.130,127.950,126.440,125.060,124.880,124.970,122.410,121.530,120.820,120.410,121.020,122.540,125.160,124.690,123.820,121.900,120.850,120.290,118.540,118.700,118.630,120.300,121.990,121.430,120.630,119.640,119.730,121.100,123.900,124.940,125.220,125.580,125.950,127.730,129.480,130.640,131.110,131.700,133.040,134.930,136.910,137.040,136.780,139.860,140.700
128.250,131.630,131.730,130.750,130.550,130.500,130.270,128.670,127.430,127.380,127.850,125.340,124.450,123.800,123.480,124.250,125.620,127.890,127.320,126.380,124.270,123.200,122.470,120.660,120.680,120.690,122.660,124.810,124.270,123.540,122.620,122.670,124.190,126.910,127.740,128.060,128.370,128.650,130.220,132.110,133.240,133.770,134.440,135.740,137.620,139.540,139.530,139.140,142.250,142.920
130.180,133.800,134.040,133.100,132.840,132.750,132.480,130.830,129.780,129.860,130.720,128.380,127.500,126.950,126.700,127.610,128.780,130.570,129.910,128.960,126.810,125.730,124.860,123.040,122.920,122.990,125.170,127.770,127.210,126.560,125.790,125.810,127.430,130.000,130.610,130.940,131.160,131.320,132.620,134.610,135.680,136.280,137.060,138.270,140.050,141.820,141.680,141.200,144.150,144.650
132.260,135.930,136.340,135.530,135.190,135.060,134.780,133.090,132.250,132.450,133.690,131.630,130.770,130.380,130.160,131.190,132.100,133.340,132.600,131.680,129.620,128.550,127.560,125.800,125.560,125.630,127.960,130.970,130.370,129.800,129.220,129.240,130.910,133.290,133.680,133.990,134.100,134.110,135.090,137.160,138.160,138.810,139.710,140.800,142.410,143.980,143.740,143.200,145.880,146.220
134.640,138.220,138.800,138.180,137.760,137.580,137.320,135.580,134.960,135.270,136.870,135.170,134.360,134.170,133.940,135.040,135.680,136.310,135.510,134.650,132.800,131.760,130.680,129.050,128.690,128.730,131.120,134.490,133.820,133.320,132.990,133.040,134.720,136.860,137.030,137.300,137.300,137.140,137.780,139.910,140.840,141.530,142.530,143.470,144.890,146.230,145.940,145.370,147.710,147.900
137.130,140.530,141.250,140.870,140.360,140.140,139.900,138.130,137.710,138.110,140.040,138.760,138.020,138.050,137.770,138.890,139.260,139.270,138.420,137.660,136.120,135.110,133.980,132.530,132.080,132.050,134.410,138.080,137.340,136.890,136.840,136.950,138.610,140.490,140.460,140.660,140.540,140.210,140.520,142.660,143.530,144.240,145.330,146.110,147.310,148.420,148.130,147.600,149.540,149.590
139.350,142.490,143.320,143.180,142.590,142.350,142.130,140.350,140.110,140.570,142.770,141.970,141.320,141.600,141.210,142.290,142.400,141.820,140.940,140.310,139.130,138.180,137.020,135.810,135.290,135.150,137.410,141.300,140.490,140.080,140.320,140.540,142.130,143.750,143.530,143.640,143.400,142.920,142.900,145.040,145.850,146.570,147.730,148.330,149.320,150.230,149.990,149.540,151.080,150.970
141.690,144.490,145.410,145.510,144.840,144.600,144.410,142.610,142.530,143.030,145.440,145.130,144.590,145.120,144.570,145.570,145.460,144.350,143.450,142.960,142.200,141.310,140.160,139.230,138.670,138.400,140.470,144.490,143.620,143.230,143.760,144.120,145.620,146.980,146.590,146.600,146.260,145.660,145.330,147.430,148.190,148.900,150.110,150.530,151.340,152.060,151.910,151.610,152.710,152.450
144.270,146.710,147.670,148.000,147.260,147.030,146.870,145.070,145.120,145.640,148.190,148.380,147.960,148.730,147.970,148.840,148.560,146.980,146.090,145.760,145.440,144.620,143.500,142.900,142.330,141.890,143.710,147.750,146.830,146.470,147.270,147.800,149.200,150.300,149.780,149.680,149.250,148.550,147.970,150.010,150.700,151.380,152.620,152.850,153.520,154.080,154.070,153.960,154.610,154.200
146.790,148.860,149.830,150.360,149.560,149.350,149.240,147.430,147.600,148.110,150.750,151.410,151.120,152.090,151.090,151.800,151.400,149.440,148.570,148.400,148.540,147.790,146.730,146.490,145.930,145.330,146.810,150.760,149.820,149.500,150.530,151.270,152.550,153.400,152.790,152.590,152.080,151.310,150.520,152.480,153.100,153.720,154.960,155.010,155.570,156.020,156.170,156.290,156.490,155.930
149.330,151.020,151.990,152.690,151.830,151.670,151.600,149.800,150.060,150.550,153.220,154.300,154.140,155.280,154.000,154.530,154.060,151.820,151.000,151.000,151.590,150.890,149.910,150.040,149.520,148.760,149.850,153.590,152.680,152.390,153.620,154.590,155.740,156.360,155.700,155.400,154.830,154.020,153.090,154.930,155.470,156.010,157.210,157.100,157.610,157.970,158.310,158.680,158.430,157.730
151.790,153.130,154.080,154.920,154.000,153.890,153.870,152.120,152.450,152.900,155.530,157.000,156.960,158.190,156.630,156.970,156.490,154.060,153.330,153.490,154.490,153.840,152.950,153.450,153.010,152.110,152.740,156.170,155.330,155.080,156.470,157.680,158.670,159.090,158.430,158.060,157.430,156.620,155.600,157.300,157.750,158.170,159.310,159.050,159.560,159.870,160.410,161.050,160.350,159.530
154.090,155.120,156.060,157.000,156.020,155.970,156.000,154.340,154.730,155.130,157.670,159.450,159.530,160.770,158.950,159.090,158.640,156.140,155.520,155.850,157.180,156.580,155.790,156.640,156.310,155.290,155.410,158.440,157.730,157.530,159.030,160.460,161.310,161.530,160.900,160.500,159.830,159.060,158.010,159.540,159.870,160.170,161.200,160.820,161.380,161.680,162.410,163.310,162.180,161.270
156.190,156.950,157.890,158.890,157.830,157.860,157.950,156.420,156.870,157.200,159.620,161.640,161.830,163.010,160.960,160.910,160.510,158.030,157.560,158.030,159.640,159.090,158.370,159.540,159.360,158.260,157.830,160.390,159.860,159.720,161.280,162.930,163.610,163.650,163.100,162.700,162.010,161.290,160.260,161.610,161.820,161.960,162.850,162.390,163.020,163.340,164.270,165.410,163.850,162.880
157.870,158.410,159.370,160.390,159.260,159.370,159.510,158.150,158.660,158.940,161.180,163.400,163.670,164.720,162.470,162.260,161.920,159.540,159.250,159.850,161.660,161.150,160.490,161.950,161.940,160.800,159.810,161.840,161.540,161.470,163.050,164.880,165.410,165.280,164.820,164.470,163.770,163.110,162.140,163.310,163.370,163.340,164.070,163.560,164.300,164.650,165.750,167.110,165.140,164.150
159.130,159.500,160.510,161.530,160.300,160.490,160.700,159.560,160.120,160.340,162.400,164.750,165.100,165.950,163.550,163.200,162.920,160.700,160.600,161.320,163.260,162.770,162.180,163.890,164.040,162.930,161.370,162.840,162.790,162.810,164.370,166.380,166.750,166.440,166.100,165.840,165.140,164.540,163.670,164.640,164.560,164.340,164.870,164.350,165.230,165.620,166.870,168.400,166.070,165.090
160.040,160.300,161.370,162.360,161.040,161.290,161.570,160.690,161.310,161.490,163.330,165.780,166.180,166.790,164.290,163.820,163.590,161.590,161.700,162.510,164.520,164.030,163.480,165.400,165.730,164.690,162.590,163.460,163.700,163.810,165.330,167.490,167.700,167.210,167.010,166.890,166.190,165.650,164.890,165.660,165.440,165.020,165.330,164.850,165.860,166.300,167.690,169.340,166.670,165.730
160.690,160.870,162.040,162.980,161.560,161.870,162.220,161.630,162.320,162.460,164.090,166.580,167.030,167.360,164.800,164.260,164.070,162.310,162.620,163.490,165.540,165.030,164.500,166.580,167.090,166.160,163.560,163.830,164.380,164.570,166.050,168.320,168.380,167.710,167.660,167.710,167.020,166.530,165.890,166.460,166.100,165.480,165.560,165.160,166.300,166.790,168.270,169.990,167.030,166.170
161.170,161.330,162.590,163.470,161.960,162.310,162.740,162.460,163.230,163.340,164.760,167.260,167.730,167.750,165.200,164.620,164.460,162.950,163.450,164.380,166.390,165.850,165.340,167.520,168.200,167.420,164.380,164.080,164.920,165.220,166.630,168.980,168.880,168.040,168.140,168.380,167.720,167.260,166.740,167.110,166.620,165.810,165.660,165.370,166.630,167.150,168.720,170.440,167.240,166.480
